"X","Type","Phylum","Class","Order","Family","Genus","Species","Human","Zoonotic","Domestic","Wildlife","HostGroup","HostOrder","HostFamily","HostSpecies","HostName","Association","Method","Reference","PMID","Additional","Synonym","Disease","Taylor","Emerging","Emerging.Source","VectorBorne","GramStain","Motility","Spore","Oxygen","Cell","Infection","Abbreviation","Strain","Genome","Gsize","ProteinCount","PercentGC","HostSpeciesPHB","HostSpecies.new","N.genomes","Genome.size","Genome.GC","Genome.genes","Pathogen_Original","Pathogen_Harmonised","YearRef","YearPubMed","Year","YearType","Host_Original","Host_Harmonised","HostSynonyms","HostClass"
10972,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","No","Yes","Ungulates","Artiodactyla","Bovidae","Kobus ellipsiprymnus","Waterbuck","na","Antibodies","",6627909,"","","","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Kobusellipsiprymnus","Kobus ellipsiprymnus",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,1983,1983,"PubMed publication","kobus ellipsiprymnus","kobus ellipsiprymnus","na","Mammalia"
10973,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","No","Yes","Ungulates","Artiodactyla","Bovidae","Redunca arundinum","Southern reedbuck","na","Antibodies","",6627909,"","","","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Reduncaarundinum","Redunca arundinum",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,1983,1983,"PubMed publication","redunca arundinum","redunca arundinum","na","Mammalia"
10974,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","No","Yes","Ungulates","Artiodactyla","Bovidae","Syncerus caffer","African buffalo","na","Antibodies","",25686252,"","","","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Synceruscaffer","Syncerus caffer",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,2014,2014,"PubMed publication","syncerus caffer","syncerus caffer","na","Mammalia"
10975,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","No","Yes","Ungulates","Artiodactyla","Bovidae","Tragelaphus strepsiceros","Greater kudu","na","Antibodies","",6627909,"","","","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Tragelaphusstrepsiceros","Tragelaphus strepsiceros",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,1983,1983,"PubMed publication","tragelaphus strepsiceros","tragelaphus strepsiceros","na","Mammalia"
10976,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","No","Yes","Ungulates","Artiodactyla","Giraffidae","Giraffa camelopardalis","Giraffe","Pathogenic","Antibodies","",6627909,"http://www.fao.org/ag/againfo/programmes/en/empres/documents/docs/1_LSD_epi_vaccines_Eeva.pdf","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Giraffacamelopardalis","Giraffa camelopardalis",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,1983,1983,"PubMed publication","giraffa camelopardalis","giraffa camelopardalis","na","Mammalia"
10977,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos grunniens","Yak","Pathogenic","Isolation","",NA,"http://www.cabi.org/isc/datasheet/76780#toOverview","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Bosgrunniens","Bos grunniens",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,NA,NA,NA,"bos grunniens","bos grunniens","na","Mammalia"
10978,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","Pathogenic","Isolation","",21749675,"ViPR","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Bostaurus","Bos taurus",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,2012,2012,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
10979,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bubalus bubalis","Water buffalo","Pathogenic","Isolation","El-Nahas et al. 2011",NA,"ISSN 1992-6197","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Bubalusbubalis","Bubalus bubalis",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",1992,NA,1992,NA,"bubalus bubalis","bubalus bubalis","na","Mammalia"
10980,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries","Domestic sheep","Pathogenic","PCR","",18774991,"ViPR","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Ovisaries","Ovis aries",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,2008,2008,"PubMed publication","ovis aries","ovis aries","na","Mammalia"
10981,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","sheeppox virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Capra hircus","Domestic goat","Pathogenic","Isolation","",12021338,"ViPR","Sheep pox virus","Sheeppox","No","Yes","PMID: 18774991","No",NA,NA,NA,NA,NA,NA,"SPV","","dsDNA","0.149955","148","25","Caprahircus","Capra hircus",0,NA,NA,NA,"sheeppox","sheeppox",NA,2002,2002,"PubMed publication","capra hircus","capra hircus","na","Mammalia"
10982,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","sheeppox virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries","Domestic sheep","Pathogenic","Isolation","",12021338,"ViPR","Sheep pox virus","Sheeppox","No","Yes","PMID: 18774991","No",NA,NA,NA,NA,NA,NA,"SPV","","dsDNA","0.149955","148","25","Ovisaries","Ovis aries",0,NA,NA,NA,"sheeppox","sheeppox",NA,2002,2002,"PubMed publication","ovis aries","ovis aries","na","Mammalia"
10983,"Virus",NA,NA,"Unassigned","Poxviridae","Cervidpoxvirus","mule deerpox virus","No","No","Captive","No","Ungulates","Artiodactyla","Bovidae","Gazella subgutturosa","Goitered gazaelle","Pathogenic","PCR","",24063086,"","Odocoileus hemionus poxvirus; Mule deer poxvirus; Deerpox virus","","No","No","","No",NA,NA,NA,NA,NA,NA,"DPV","","dsDNA","na","na","na","Gazellasubgutturosa","Gazella subgutturosa",0,NA,NA,NA,"mule deerpox","deerpox virus w-848-83",NA,2013,2013,"PubMed publication","gazella subgutturosa","gazella subgutturosa","na","Mammalia"
10984,"Virus",NA,NA,"Unassigned","Poxviridae","Cervidpoxvirus","mule deerpox virus","No","No","No","Yes","Ungulates","Artiodactyla","Cervidae","Odocoileus hemionus","Mule deer","Pathogenic","Isolation","",15613325,"","Odocoileus hemionus poxvirus; Mule deer poxvirus; Deerpox virus","","No","No","","No",NA,NA,NA,NA,NA,NA,"DPV","","dsDNA","na","na","na","Odocoileushemionus","Odocoileus hemionus",0,NA,NA,NA,"mule deerpox","deerpox virus w-848-83",NA,2005,2005,"PubMed publication","odocoileus hemionus","odocoileus hemionus","na","Mammalia"
10985,"Virus",NA,NA,"Unassigned","Poxviridae","Cervidpoxvirus","mule deerpox virus","No","No","No","Yes","Ungulates","Artiodactyla","Cervidae","Odocoileus virginianus","White-tailed deer","na","Antibodies","",23307387,"","Odocoileus hemionus poxvirus; Mule deer poxvirus; Deerpox virus","","No","No","","No",NA,NA,NA,NA,NA,NA,"DPV","","dsDNA","na","na","na","Odocoileusvirginianus","Odocoileus virginianus",0,NA,NA,NA,"mule deerpox","deerpox virus w-848-83",NA,2013,2013,"PubMed publication","odocoileus virginianus","odocoileus virginianus","dama virginianus, dama virginiana","Mammalia"
10989,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","hare fibroma virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Lepus europaeus","European hare","Pathogenic","Isolation","",25757062,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"FIBV","","dsDNA","na","na","na","Lepuseuropaeus","Lepus europaeus",0,NA,NA,NA,"hare fibroma","hare fibroma",NA,2015,2015,"PubMed publication","lepus europaeus","lepus europaeus","na","Mammalia"
10990,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","myxoma virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Lepus europaeus","European hare","na","na","Fenner & Ratcliffe 1965",25757062,"Infectious Diseases of Wild Mammals","Myxoma virus MYX","","No","No","","Yes",NA,NA,NA,NA,NA,NA,"MYXV","","dsDNA","0.161773","170","43.6","Lepuseuropaeus","Lepus europaeus",53,0.162333679,43.50566038,169.0188679,"myxoma","myxoma",1965,2015,1965,"Publication date from source database (earliest)","lepus europaeus","lepus europaeus","na","Mammalia"
10991,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","myxoma virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Lepus timidus","Mountain hare","na","na","Fenner & Ratcliffe 1965",101094826,"Infectious Diseases of Wild Mammals","Myxoma virus MYX","","No","No","","Yes",NA,NA,NA,NA,NA,NA,"MYXV","","dsDNA","0.161773","170","43.6","Lepustimidus","Lepus timidus",53,0.162333679,43.50566038,169.0188679,"myxoma","myxoma",1965,NA,1965,NA,"lepus timidus","lepus timidus","lepus othus tschuktschorum, lepus timidus tschuktschorum","Mammalia"
10992,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","myxoma virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Sylvilagus bachmani","Brush rabbit","Pathogenic","Isolation","",25757062,"Infectious Diseases of Wild Mammals","Myxoma virus MYX","Myxomatosis","No","No","","Yes",NA,NA,NA,NA,NA,NA,"MYXV","","dsDNA","0.161773","170","43.6","Sylvilagusbachmani","Sylvilagus bachmani",53,0.162333679,43.50566038,169.0188679,"myxoma","myxoma",NA,2015,2015,"PubMed publication","sylvilagus bachmani","sylvilagus bachmani","na","Mammalia"
10993,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","myxoma virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Sylvilagus brasiliensis","Brazilian cottontail","Pathogenic","Isolation","",25757062,"Infectious Diseases of Wild Mammals","Myxoma virus MYX","Myxomatosis","No","No","","Yes",NA,NA,NA,NA,NA,NA,"MYXV","","dsDNA","0.161773","170","43.6","Sylvilagusbrasiliensis","Sylvilagus brasiliensis",53,0.162333679,43.50566038,169.0188679,"myxoma","myxoma",NA,2015,2015,"PubMed publication","sylvilagus brasiliensis","sylvilagus brasiliensis","sylvilagus brasiliensis brasiliensis, sylvilagus brasiliensis caracasensis, sylvilagus brasiliensis defilippi, sylvilagus brasiliensis gibsoni, sylvilagus brasiliensis inca, sylvilagus brasiliensis minensis, sylvilagus brasiliensis paraguensis, sylvilagus brasiliensis peruanus, lepus brasiliensis, lepus defilippi","Mammalia"
10994,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","myxoma virus","No","No","Yes","Yes","Mammalia","Lagomorpha","Leporidae","Oryctolagus cuniculus","European rabbit","Pathogenic","Isolation","",10648181,"ViPR","Myxoma virus MYX","Myxomatosis","No","No","","Yes",NA,NA,NA,NA,NA,NA,"MYXV","","dsDNA","0.161773","170","43.6","Oryctolaguscuniculus","Oryctolagus cuniculus",53,0.162333679,43.50566038,169.0188679,"myxoma","myxoma",NA,2000,2000,"PubMed publication","oryctolagus cuniculus","oryctolagus cuniculus","na","Mammalia"
10995,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","rabbit fibroma virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Sylvilagus floridanus","Eastern cottontail","Pathogenic","Isolation","",25757062,"10562495","SFV; Shope fibroma virus SFV; Shope fibroma virus","","No","No","","Yes",NA,NA,NA,NA,NA,NA,"RFV","","dsDNA","0.159857","165","39.5","Sylvilagusfloridanus","Sylvilagus floridanus",1,0.159857,39.5,165,"rabbit fibroma","rabbit fibroma",NA,2015,2015,"PubMed publication","sylvilagus floridanus","sylvilagus floridanus","sylvilagus floridanus floridanus, sylvilagus floridanus alacer, sylvilagus floridanus chapmani, sylvilagus floridanus holzneri, sylvilagus floridanus mallurus, sylvilagus floridanus aztecus, sylvilagus floridanus connectens, sylvilagus floridanus hondurensis, sylvilagus floridanus macrocorpus, sylvilagus floridanus orizabae, sylvilagus floridanus yucatanicus, sylvilagus floridanus avius, sylvilagus floridanus cumanicus, sylvilagus floridanus margaritae, sylvilagus floridanus nigronuchalis, sylvilagus floridanus orinoci, sylvilagus floridanus purgatus, sylvilagus floridanus superciliaris, lepus orizabae, lepus russatus, lepus sylvaticus alacer, lepus sylvaticus aztecus, lepus floridanus chapmani, lepus floridanus connectens, lepus sylvaticus floridanus, lepus sylvaticus holzneri, lepus nuttalli mallurus, sylvilagus floridanus russatus, sylvilagus floridanus subcinctus, lepus floridanus subcinctus, lepus floridanus yucatanicus","Mammalia"
10996,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","rabbit fibroma virus","No","No","Yes","No","Mammalia","Lagomorpha","Leporidae","Oryctolagus cuniculus","European rabbit","Pathogenic","Isolation","",10562495,"ViPR","SFV; Shope fibroma virus SFV; Shope fibroma virus","","No","No","","Yes",NA,NA,NA,NA,NA,NA,"RFV","","dsDNA","0.159857","165","39.5","Oryctolaguscuniculus","Oryctolagus cuniculus",1,0.159857,39.5,165,"rabbit fibroma","rabbit fibroma",NA,1999,1999,"PubMed publication","oryctolagus cuniculus","oryctolagus cuniculus","na","Mammalia"
10997,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","squirrel fibroma virus","No","No","No","Yes","Rodentia","Rodentia","Sciuridae","Sciurus carolinensis","Eastern gray squirrel","Pathogenic","Isolation","",4634524,"Infectious Diseases of Wild Mammals","","Squirrel fibromatosis","No","No","","No",NA,NA,NA,NA,NA,NA,"SQFV","","dsDNA","na","na","na","Sciuruscarolinensis","Sciurus carolinensis",1,0.000296,36.5,NA,"squirrel fibroma","squirrel fibroma",NA,1972,1972,"PubMed publication","sciurus carolinensis","sciurus carolinensis","na","Mammalia"
10998,"Virus",NA,NA,"Unassigned","Poxviridae","Leporipoxvirus","squirrel fibroma virus","No","No","No","Yes","Rodentia","Rodentia","Sciuridae","Tamiasciurus hudsonicus","Red squirrel","Pathogenic","PCR","",19276066,"","","Squirrel fibromatosis","No","No","","No",NA,NA,NA,NA,NA,NA,"SQFV","","dsDNA","na","na","na","Tamiasciurushudsonicus","Tamiasciurus hudsonicus",1,0.000296,36.5,NA,"squirrel fibroma","squirrel fibroma",NA,2009,2009,"PubMed publication","tamiasciurus hudsonicus","tamiasciurus hudsonicus","na","Mammalia"
10999,"Virus",NA,NA,"Unassigned","Poxviridae","Molluscipoxvirus","molluscum contagiosum virus","Yes","Yes","na","na","Primates","Primates","Hominidae","Pan troglodytes","Chimpanzee","Pathogenic","Pathology","",6070316,"","MOCV","Molluscum contagiosum; Water warts","Yes","No","","No",NA,NA,NA,NA,NA,NA,"MCV","","dsDNA","0.190289","163","63.4","Pantroglodytes","Pan troglodytes",0,NA,NA,NA,"molluscum contagiosum","molluscum contagiosum",NA,1967,1967,"PubMed publication","pan troglodytes","pan troglodytes","na","Mammalia"
11000,"Virus",NA,NA,"Unassigned","Poxviridae","Molluscipoxvirus","molluscum contagiosum virus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","",25709372,"ViPR","MOCV","Molluscum contagiosum; Water warts","Yes","No","","No",NA,NA,NA,NA,NA,NA,"MCV","","dsDNA","0.190289","163","63.4","Homosapiens","Homo sapiens",0,NA,NA,NA,"molluscum contagiosum","molluscum contagiosum",NA,2015,2015,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
11002,"Virus",NA,NA,"Unassigned","Poxviridae","Molluscipoxvirus","molluscum contagiosum virus","Yes","Yes","No","Yes","Mammalia","Diprotodontia","Macropodidae","Macropus rufus","Red kangaroo","Pathogenic","Pathology","",4451533,"Infectious Diseases of Wild Mammals","MOCV","Molluscum contagiosum; Water warts","Yes","No","","No",NA,NA,NA,NA,NA,NA,"MCV","","dsDNA","0.190289","163","63.4","Osphranterrufus","Osphranter rufus",0,NA,NA,NA,"molluscum contagiosum","molluscum contagiosum",NA,1974,1974,"PubMed publication","osphranter rufus","osphranter rufus","na","Mammalia"
11004,"Virus",NA,NA,"Unassigned","Poxviridae","Molluscipoxvirus","molluscum contagiosum virus","Yes","Yes","Yes","No","Ungulates","Perissodactyla","Equidae","Equus asinus","Donkey","Pathogenic","Isolation","",22645156,"ViPR","MOCV","Molluscum contagiosum; Water warts","Yes","No","","No",NA,NA,NA,NA,NA,NA,"MCV","","dsDNA","0.190289","163","63.4","Equusasinus","Equus asinus",0,NA,NA,NA,"molluscum contagiosum","molluscum contagiosum",NA,2012,2012,"PubMed publication","equus asinus","equus asinus","asinus vulgaris, equus asinus asinus, equus asinus palaestinae, equus africanus asinus","Mammalia"
11005,"Virus",NA,NA,"Unassigned","Poxviridae","Molluscipoxvirus","molluscum contagiosum virus","Yes","Yes","Yes","No","Ungulates","Perissodactyla","Equidae","Equus caballus","Horse","Pathogenic","Isolation","",9625473,"Infectious Diseases of Wild Mammals","MOCV","Equine molluscum contagiosum","Yes","No","","No",NA,NA,NA,NA,NA,NA,"MCV","","dsDNA","0.190289","163","63.4","Equuscaballus","Equus caballus",0,NA,NA,NA,"molluscum contagiosum","molluscum contagiosum",NA,1998,1998,"PubMed publication","equus caballus","equus caballus","equus caballus caballus, equus ferus caballus","Mammalia"
11006,"Virus",NA,NA,"Unassigned","Poxviridae","Orthopoxvirus","camelpox virus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","Bera et al. 2011",21571451,"ViPR","","Camelpox","No","Yes","PMID: 24426291","No",NA,NA,NA,NA,NA,NA,"CMLV","","dsDNA","0.205719","211","33.2","Homosapiens","Homo sapiens",0,NA,NA,NA,"camelpox","camelpox",2011,2011,2011,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
11007,"Virus",NA,NA,"Unassigned","Poxviridae","Orthopoxvirus","camelpox virus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Camelidae","Camelus dromedarius","Dromedary","Pathogenic","Isolation","",8861650,"ViPR","","Camelpox","No","Yes","PMID: 24426291","No",NA,NA,NA,NA,NA,NA,"CMLV","","dsDNA","0.205719","211","33.2","Camelusdromedarius","Camelus dromedarius",0,NA,NA,NA,"camelpox","camelpox",NA,1996,1996,"PubMed publication","camelus dromedarius","camelus dromedarius","camelus ferus","Mammalia"
11008,"Virus",NA,NA,"Unassigned","Poxviridae","Orthopoxvirus","cowpox virus","Yes","Yes","Captive","No","Carnivora","Carnivora","Ailuridae","Ailurus fulgens","Red panda","na","Isolation","",19727399,"","","","Yes","No","","No",NA,NA,NA,NA,NA,NA,"CPXV","","dsDNA","0.224499","233","33.4","Ailurusfulgens","Ailurus fulgens",38,0.221847684,33.52105263,229.2105263,"cowpox","cowpox",NA,2009,2009,"PubMed publication","ailurus fulgens","ailurus fulgens","na","Mammalia"
