"Host","HostClass","HostOrder","HostFamily","Virus","VirusOrder","Year","YearType","Database","DatabaseVersion","DetectionMethod","Detection_NotSpecified","Detection_Serology","Detection_Genetic","Detection_Isolation","Host_Original","Virus_Original","DetectionMethod_Original"
"Homo sapiens","Mammalia","Primates","Hominidae","Gammapapillomavirus 5","Zurhausenvirales",2008,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human papillomavirus 88","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Gammapapillomavirus 5","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Gammapapillomavirus 5","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus 9",NA,1978,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 9","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus 9",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Betapapillomavirus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus type 90","Zurhausenvirales",NA,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus cand90","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus type 90","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 14","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Betapapillomavirus 4","Zurhausenvirales",NA,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus cand92","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Betapapillomavirus 4","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Betapapillomavirus 4","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Betapapillomavirus 5","Zurhausenvirales",NA,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus cand96","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Betapapillomavirus 5","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Betapapillomavirus 5","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human respirovirus 1","Mononegavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human parainfluenza virus 1","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human respirovirus 1","Mononegavirales",1994,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human parainfluenza virus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human orthorubulavirus 2","Mononegavirales",2011,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Human parainfluenza virus 2","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Human orthorubulavirus 2","Mononegavirales",2000,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human parainfluenza virus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human respirovirus 3","Mononegavirales",2004,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human parainfluenza virus 3","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human respirovirus 3","Mononegavirales",2016,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human parainfluenza virus 3","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human orthorubulavirus 4","Mononegavirales",1960,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human parainfluenza virus 4","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human orthorubulavirus 4","Mononegavirales",2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human parainfluenza virus 4","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Parechovirus A","Picornavirales",2011,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human parechovirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Parechovirus A","Picornavirales",2001,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Parechovirus a","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Primate erythroparvovirus 1","Piccovirales",2011,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Human parvovirus b19","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Human picobirnavirus",NA,2006,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human picobirnavirus","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human picobirnavirus",NA,2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human picobirnavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human polyomavirus 1",NA,1996,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human polyomavirus","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human polyomavirus 1",NA,1999,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human polyomavirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human polyomavirus 2",NA,2013,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human polyomavirus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human orthopneumovirus","Mononegavirales",2011,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human respiratory syncytial","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human orthopneumovirus","Mononegavirales",2000,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human respiratory syncytial","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Rhinovirus A","Picornavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human rhinovirus a","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Rhinovirus A","Picornavirales",2013,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Rhinovirus a","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Rhinovirus B","Picornavirales",2004,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human rhinovirus b","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Rhinovirus B","Picornavirales",2013,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Rhinovirus b","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Rhinovirus C","Picornavirales",2007,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Rhinovirus c","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human torovirus",NA,1997,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human torovirus","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human torovirus",NA,1984,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human torovirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Ilheus virus","Amarillovirales",1961,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Ilheus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Ilheus virus","Amarillovirales",2012,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Ilheus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Indiana vesiculovirus",NA,1988,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Indiana vesiculovirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Influenza A virus","Articulavirales",2011,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Influenza a","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Influenza A virus","Articulavirales",1998,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Influenza a","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Influenza B virus","Articulavirales",2011,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Influenza b","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Influenza B virus","Articulavirales",1998,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Influenza b","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Influenza C virus","Articulavirales",2008,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Influenza c","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Influenza C virus","Articulavirales",1997,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Influenza c","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Isfahan vesiculovirus","Mononegavirales",1977,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Isfahan","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Isfahan vesiculovirus","Mononegavirales",1977,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Isfahan vesiculovirus","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Japanese encephalitis virus","Amarillovirales",2001,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Japanese encephalitis","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Japanese encephalitis virus","Amarillovirales",2003,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Japanese encephalitis","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human polyomavirus 2","Sepolyvirales",1971,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Jc polyomavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Argentinian mammarenavirus","Bunyavirales",1978,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Junin","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Argentinian mammarenavirus","Bunyavirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Junin mammarenavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Kaeng Khoi orthobunyavirus","Bunyavirales",2003,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kaeng khoi orthobunyavirus","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Kairi",NA,2009,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kairi","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Kairi",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kairi orthobunyavirus","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Kasokero orthonairovirus","Bunyavirales",1986,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Kasokero","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Kedougou virus","Amarillovirales",2007,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kedougou","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Kokobera virus","Amarillovirales",1986,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kokobera","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Kokobera virus","Amarillovirales",1986,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kokobera","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Kotonkan ephemerovirus","Mononegavirales",1973,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kotonkan","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Kotonkan ephemerovirus","Mononegavirales",2012,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Kotonkan ephemerovirus","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Koutango virus","Amarillovirales",1985,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Koutango","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Koutango virus","Amarillovirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Koutango","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Kyasanur Forest disease virus","Amarillovirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Kyasanur forest disease","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Kyasanur Forest disease virus","Amarillovirales",2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Kyasanur forest disease","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Laguna Negra orthohantavirus","Bunyavirales",1999,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Laguna negra","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Laguna Negra orthohantavirus","Bunyavirales",1997,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Laguna negra hantavirus","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Lassa mammarenavirus","Bunyavirales",2010,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Lassa","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Lassa mammarenavirus","Bunyavirales",1970,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Lassa mammarenavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Lebombo virus","Reovirales",1975,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Lebombo","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Lebombo virus","Reovirales",1975,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Lebombo","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Parechovirus B","Picornavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Ljungan","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Parechovirus B","Picornavirales",2015,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Parechovirus b","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Louping ill virus","Amarillovirales",2015,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Louping ill","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Louping ill virus","Amarillovirales",1991,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Louping ill","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Lujo mammarenavirus","Bunyavirales",2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Lujo mammarenavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Lymphocytic choriomeningitis mammarenavirus","Bunyavirales",2007,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Lymphocytic choriomeningitis","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Lymphocytic choriomeningitis mammarenavirus","Bunyavirales",1933,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Lymphocytic choriomeningitis mammarenavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","MPoko orthobunyavirus","Bunyavirales",1985,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","M'poko orthobunyavirus","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Macaca mulatta polyomavirus 1",NA,2004,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Macaca mulatta polyomavirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Macacine alphaherpesvirus 1","Herpesvirales",1990,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Macacine alphaherpesvirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Machupo mammarenavirus","Bunyavirales",2010,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Machupo","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Machupo mammarenavirus","Bunyavirales",1965,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Machupo mammarenavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Madariaga virus","Martellivirales",2015,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Madariaga","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Madrid orthobunyavirus","Bunyavirales",2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Madrid orthobunyavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mamastrovirus 1",NA,2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Mamastrovirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mamastrovirus 6",NA,2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Mamastrovirus 6","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mamastrovirus 8",NA,2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Mamastrovirus 8","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mamastrovirus 9",NA,2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Mamastrovirus 9","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mammalian orthoreovirus",NA,2004,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Mammalian orthoreovirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Manzanilla orthobunyavirus","Bunyavirales",NA,NA,"Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Manzanilla orthobunyavirus","PCR"
