VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass,PathogenType
kotonkan virus,1972587,TRUE,Kotonkan ephemerovirus,Ephemerovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
koutango virus,44025,TRUE,Koutango virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
kunsagivirus a,1755590,TRUE,Kunsagivirus A,Kunsagivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
kyasanur forest disease virus,33743,TRUE,Kyasanur Forest disease virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
lactate dehydrogenase-elevating virus,2499678,TRUE,Gammaarterivirus lacdeh,Gammaarterivirus,Arteriviridae,Nidovirales,Pisoniviricetes,virus
lagos bat virus,38766,TRUE,Lagos bat lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
laguna negra virus,1980476,TRUE,Laguna Negra orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
lambdapapillomavirus 2,35258,TRUE,Lambdapapillomavirus 2,Lambdapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
lambdapapillomavirus 4,1175855,TRUE,Lambdapapillomavirus 4,Lambdapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
lambdapapillomavirus 5,1513272,TRUE,Lambdapapillomavirus 5,Lambdapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
langat virus,11085,TRUE,Langat virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
langur virus,363747,TRUE,Langur virus,Betaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
lassa virus,11620,TRUE,Lassa mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
latino virus,45221,TRUE,Latino mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
lebombo virus,40057,TRUE,Lebombo virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
lechiguanas virus,1980456,TRUE,Andes orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
leporid herpesvirus 4,481315,TRUE,Leporid alphaherpesvirus 4,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
liao ning virus,246280,TRUE,Liao ning virus,Seadornavirus,Reoviridae,Reovirales,Resentoviricetes,virus
ljungan virus,1803957,TRUE,Parechovirus B,Parechovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
lloviu virus,1513237,TRUE,Lloviu cuevavirus,Cuevavirus,Filoviridae,Mononegavirales,Monjiviricetes,virus
louping ill virus,11086,TRUE,Louping ill virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
lujo virus,649188,TRUE,Lujo mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
lumpy skin disease virus,59509,TRUE,Lumpy skin disease virus,Capripoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
luna virus,883876,TRUE,Luna mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
lymphocystis disease virus 1,36363,TRUE,Lymphocystis disease virus 1,Lymphocystivirus,Iridoviridae,Pimascovirales,Megaviricetes,virus
lymphocytic choriomeningitis virus,11623,TRUE,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
m'poko orthobunyavirus,1933289,TRUE,MPoko orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
macaca mulatta polyomavirus 1,1891767,TRUE,Macaca mulatta polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes,virus
macacine herpesvirus 1,10325,TRUE,Macacine alphaherpesvirus 1,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
macacine herpesvirus 3,47929,TRUE,Macacine betaherpesvirus 3,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
macacine herpesvirus 4,45455,TRUE,Macacine gammaherpesvirus 4,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
macacine herpesvirus 5,154334,TRUE,Macacine gammaherpesvirus 5,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
macaque simian foamy virus,338478,TRUE,Macaque simian foamy virus,Spumavirus,Retroviridae,Ortervirales,Revtraviricetes,virus
machupo virus,11628,TRUE,Machupo mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
macropodid herpesvirus 1,137443,TRUE,Macropodid alphaherpesvirus 1,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
macropodid herpesvirus 2,83440,TRUE,Macropodid alphaherpesvirus 2,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
madariaga virus,1440170,TRUE,Madariaga virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
madrid virus,1933291,TRUE,Madrid orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
main drain virus,1933303,TRUE,Main Drain orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
mamastrovirus 1,1239565,TRUE,Mamastrovirus 1,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 11,1239575,TRUE,Mamastrovirus 11,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 12,1239576,TRUE,Mamastrovirus 12,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 14,1239578,TRUE,Mamastrovirus 14,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 15,1239579,TRUE,Mamastrovirus 15,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 16,1239580,TRUE,Mamastrovirus 16,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 17,1239581,TRUE,Mamastrovirus 17,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 18,1239582,TRUE,Mamastrovirus 18,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 19,1239583,TRUE,Mamastrovirus 19,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 4,1239568,TRUE,Mamastrovirus 4,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 6,1239570,TRUE,Mamastrovirus 6,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 8,1239572,TRUE,Mamastrovirus 8,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mamastrovirus 9,1239573,TRUE,Mamastrovirus 9,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mammalian orthoreovirus,351073,TRUE,Mammalian orthoreovirus,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes,virus
manzanilla virus,1933304,TRUE,Manzanilla orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
mapuera virus,2560582,TRUE,Mapuera orthorubulavirus,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
maraba virus,1972574,TRUE,Maraba vesiculovirus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
marburg marburgvirus,11269,TRUE,Marburg marburgvirus,Marburgvirus,Filoviridae,Mononegavirales,Monjiviricetes,virus
marituba virus,1933307,TRUE,Marituba orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
mason-pfizer monkey virus,11855,TRUE,Mason-Pfizer monkey virus,Betaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
mastomys natalensis papillomavirus,10567,TRUE,Iotapapillomavirus 1,Iotapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
mayaro virus,59301,TRUE,Mayaro virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
meaban virus,35279,TRUE,Meaban virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
measles virus,11234,TRUE,Measles morbillivirus,Morbillivirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
meleagrid herpesvirus 1,37108,TRUE,Meleagrid alphaherpesvirus 1,Mardivirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
melegrivirus a,1330070,TRUE,Melegrivirus A,Megrivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
menangle virus,2560586,TRUE,Menangle pararubulavirus,Pararubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
merino walk virus,743685,TRUE,Merino Walk mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
middelburg virus,11023,TRUE,Middelburg virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
midway nyavirus,644609,TRUE,Midway nyavirus,Nyavirus,Nyamiviridae,Mononegavirales,Monjiviricetes,virus
minatitlan virus,1933305,TRUE,Minatitlan orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
miniopterus bat coronavirus 1,694000,TRUE,Miniopterus bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
miniopterus bat coronavirus hku8,694001,TRUE,Miniopterus bat coronavirus HKU8,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
mink astrovirus,1239574,TRUE,Mamastrovirus 10,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
mink calicivirus,154122,TRUE,Mink calicivirus,Vesivirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
mink enteric sapovirus,154121,TRUE,Mink enteric sapovirus,Sapovirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
minute virus of mice,1511908,TRUE,Rodent protoparvovirus 1,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
mischivirus a,1511779,TRUE,Mischivirus A,Mischivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
mobala virus,55097,TRUE,Mobala mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
modoc virus,64300,TRUE,Modoc virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
mokola virus,12538,TRUE,Mokola lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
molluscum contagiosum virus,10279,TRUE,Molluscum contagiosum virus,Molluscipoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
moloney murine sarcoma virus,11809,TRUE,Moloney murine sarcoma virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
monkeypox virus,10244,TRUE,Monkeypox virus,Orthopoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
montana myotis leukoencephalitis virus,64312,TRUE,Montana myotis leukoencephalitis virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
mopeia virus,11629,TRUE,Mopeia mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
mosavirus a,1481452,TRUE,Mosavirus A,Mosavirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
mount elgon bat virus,1978542,TRUE,Mount Elgon bat ledantevirus,Ledantevirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
mouse mammary tumor virus,11757,TRUE,Mouse mammary tumor virus,Betaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
mouse parvovirus 1,1511908,TRUE,Rodent protoparvovirus 1,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
mucambo virus,60875,TRUE,Mucambo virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
muleshoe virus,47301,TRUE,Muleshoe hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
mumps virus,2560602,TRUE,Mumps orthorubulavirus,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
munia coronavirus hku13,1297661,TRUE,Munia coronavirus HKU13,Deltacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
murid herpesvirus 1,10366,TRUE,Murid betaherpesvirus 1,Muromegalovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
murid herpesvirus 2,28304,TRUE,Murid betaherpesvirus 2,Muromegalovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
murid herpesvirus 3,2419785,TRUE,Murid herpesvirus 3,NA,NA,Herpesvirales,Herviviricetes,virus
murid herpesvirus 4,33708,TRUE,Murid gammaherpesvirus 4,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
murid herpesvirus 8,1261657,TRUE,Murid betaherpesvirus 8,Muromegalovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
murine adenovirus a,129956,TRUE,Murine mastadenovirus A,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
murine adenovirus b,1146873,TRUE,Murine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
murine adenovirus c,696859,TRUE,Murine mastadenovirus C,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
murine coronavirus,694005,TRUE,Murine coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
murine hepatitis virus,694005,TRUE,Murine coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
murine leukemia virus,11786,TRUE,Murine leukemia virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
murine norovirus 1,11983,TRUE,Norwalk virus,Norovirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
murine pneumonia virus,11263,TRUE,Murine orthopneumovirus,Orthopneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes,virus
murine pneumotropic virus,1891770,TRUE,Mus musculus polyomavirus 2,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes,virus
murine polyomavirus,1891730,TRUE,Mus musculus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes,virus
murray valley encephalitis virus,11079,TRUE,Murray Valley encephalitis virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
mustelid herpesvirus 1,311179,TRUE,Mustelid gammaherpesvirus 1,Percavirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
myxoma virus,10273,TRUE,Myxoma virus,Leporipoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
nariva virus,2560613,TRUE,Nariva narmovirus,Narmovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
ndumu virus,59302,TRUE,Ndumu virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
nelson bay orthoreovirus,118027,TRUE,Nelson Bay orthoreovirus,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes,virus
new jersey vesiculovirus,1972578,TRUE,New Jersey vesiculovirus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
new york virus,44755,TRUE,New York hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
newbury-1 virus,2170030,TRUE,Newbury 1 virus,Nebovirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
newcastle disease virus,2560319,TRUE,Avian orthoavulavirus 1,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
ngaingan virus,1972623,TRUE,Ngaingan hapavirus,Hapavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
nile crocodilepox virus,1285600,TRUE,Nile crocodilepox virus,Crocodylidpoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
nipah virus,121791,TRUE,Nipah henipavirus,Henipavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
nodamura virus,12288,TRUE,Nodamura virus,Alphanodavirus,Nodaviridae,Nodamuvirales,Magsaviricetes,virus
norwalk virus,11983,TRUE,Norwalk virus,Norovirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
ntaya virus,64292,TRUE,Ntaya virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
nyamanini nyavirus,644610,TRUE,Nyamanini nyavirus,Nyavirus,Nyamiviridae,Mononegavirales,Monjiviricetes,virus
nyando virus,1933306,TRUE,Nyando orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
o'nyong-nyong virus,2169701,TRUE,Onyong-nyong virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
oita virus,1978544,TRUE,Oita ledantevirus,Ledantevirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
okola virus,2748254,TRUE,Okola virus,NA,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
oliveros virus,42764,TRUE,Oliveros mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
omegapapillomavirus 1,1177763,TRUE,Omegapapillomavirus 1,Omegapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
omsk hemorrhagic fever virus,12542,TRUE,Omsk hemorrhagic fever virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
oran virus,1980456,TRUE,Andes orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
orf virus,10258,TRUE,Orf virus,Parapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
oriboca virus,1934100,TRUE,Oriboca orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
oropouche virus,1933309,TRUE,Oropouche orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
orthohepevirus a,1678143,TRUE,Orthohepevirus A,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes,virus
orthohepevirus b,1678144,TRUE,Orthohepevirus B,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes,virus
orthohepevirus c,1678145,TRUE,Orthohepevirus C,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes,virus
orthohepevirus d,1678146,TRUE,Orthohepevirus D,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes,virus
orungo virus,40058,TRUE,Orungo virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
oscivirus a,1511781,TRUE,Oscivirus A,Oscivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
ovine adenovirus a,114424,TRUE,Ovine mastadenovirus A,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
ovine adenovirus b,389483,TRUE,Ovine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
ovine adenovirus d,130327,TRUE,Ovine atadenovirus D,Atadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
ovine astrovirus,1239577,TRUE,Mamastrovirus 13,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
ovine herpesvirus 2,10398,TRUE,Ovine gammaherpesvirus 2,Macavirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
ovine papillomavirus 1,56144,TRUE,Deltapapillomavirus 3,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
ovine respiratory syncytial virus,28869,TRUE,Ovine respiratory syncytial virus,NA,Pneumoviridae,Mononegavirales,Monjiviricetes,virus
palyam virus,40059,TRUE,Palyam virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
pampa virus,51317,TRUE,Pampa virus,NA,Arenaviridae,Bunyavirales,Ellioviricetes,virus
panine herpesvirus 1,159602,TRUE,Panine gammaherpesvirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
panine herpesvirus 2,188763,TRUE,Panine betaherpesvirus 2,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
papiine herpesvirus 1,106332,TRUE,Papiine gammaherpesvirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
papiine herpesvirus 2,340907,TRUE,Papiine alphaherpesvirus 2,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
papio hamadryas adenovirus 1,1076323,TRUE,Papio hamadryas adenovirus 1,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
parainfluenza virus 5,2560580,TRUE,Mammalian orthorubulavirus 5,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
parana virus,2169994,TRUE,Paraguayan mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
pasivirus a,1511783,TRUE,Pasivirus A,Pasivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
passeriform 1 bornavirus,1548720,TRUE,Passeriform 1 orthobornavirus,Orthobornavirus,Bornaviridae,Mononegavirales,Monjiviricetes,virus
passeriform 2 bornavirus,1548721,TRUE,Passeriform 2 orthobornavirus,Orthobornavirus,Bornaviridae,Mononegavirales,Monjiviricetes,virus
passerivirus a,1511803,TRUE,Passerivirus A,Passerivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
patois virus,1934101,TRUE,Patois orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
pepper mild mottle virus,12239,TRUE,Pepper mild mottle virus,Tobamovirus,Virgaviridae,Martellivirales,Alsuviricetes,virus
perch perhabdovirus,1256869,TRUE,Egli virus,Perhabdovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
peruvian horse sickness virus,356862,TRUE,Peruvian horse sickness virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
peste-des-petits-ruminants virus,31604,TRUE,Small ruminant morbillivirus,Morbillivirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
phacochoerus africanus cytomegalovirus 1,230456,TRUE,Phacochoerus africanus cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
phacochoerus africanus lymphotropic herpesvirus 1,379730,TRUE,Suiformes rhadinovirus genogroup 1,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
phipapillomavirus 1,1177757,TRUE,Phipapillomavirus 1,Phipapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
phnom penh bat virus,64894,TRUE,Phnom Penh bat virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
phocid herpesvirus 1,47418,TRUE,Phocid alphaherpesvirus 1,Varicellovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
phocid herpesvirus 2,47419,TRUE,Phocid gammaherpesvirus 2,NA,Herpesviridae,Herpesvirales,Herviviricetes,virus
phocine distemper virus,11240,TRUE,Phocine morbillivirus,Morbillivirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
