VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
parentodinium sp.,NA,FALSE,parentodinium sp.,NA,NA,NA,NA
stephanofilaria thelazioides,NA,FALSE,stephanofilaria thelazioides,NA,NA,NA,NA
setaria thwaitei,NA,FALSE,setaria thwaitei,NA,NA,NA,NA
corynosoma hadweni,NA,FALSE,corynosoma hadweni,NA,NA,NA,NA
diphyllobothrium cordatum,372083,TRUE,Diphyllobothrium cordatum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda
diphyllobothrium lanceolatum,372084,TRUE,Diphyllobothrium lanceolatum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda
bashkirovitrema sp.,NA,FALSE,bashkirovitrema sp.,NA,NA,NA,NA
sarcocystis hydrurgae,NA,FALSE,sarcocystis hydrurgae,NA,NA,NA,NA
plasmodium eylesi,NA,FALSE,plasmodium eylesi,NA,NA,NA,NA
plasmodium jefferyi,NA,FALSE,plasmodium jefferyi,NA,NA,NA,NA
plasmodium youngi,NA,FALSE,plasmodium youngi,NA,NA,NA,NA
ternidens sp.,NA,FALSE,ternidens sp.,NA,NA,NA,NA
plasmodium hylobati,77520,TRUE,Plasmodium hylobati,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
isospora africana,NA,FALSE,isospora africana,NA,NA,NA,NA
isospora hoogstraali,NA,FALSE,isospora hoogstraali,NA,NA,NA,NA
isospora zorillae,NA,FALSE,isospora zorillae,NA,NA,NA,NA
courduriella courduriera,NA,FALSE,courduriella courduriera,NA,NA,NA,NA
eimeria macusaniensis,745318,TRUE,Eimeria macusaniensis,Eimeria,Eimeriidae,Eucoccidiorida,Conoidasida
marshallagia sp.,NA,FALSE,marshallagia sp.,NA,NA,NA,NA
trichuris tenuis,NA,FALSE,trichuris tenuis,NA,NA,NA,NA
enterobacter sp.,42895,TRUE,Enterobacter sp.,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
lemuricola bauchoti,338320,TRUE,Lemuricola bauchoti,Lemuricola,Oxyuridae,Rhabditida,Chromadorea
oncicola sp.,84289,TRUE,Oncicola sp.,Oncicola,Oligacanthorhynchidae,Oligacanthorhynchida,Archiacanthocephala
cystoisospora sp.,2653713,TRUE,Cystoisospora sp.,Cystoisospora,Sarcocystidae,Eucoccidiorida,Conoidasida
didelphonema longispiculata,NA,FALSE,didelphonema longispiculata,NA,NA,NA,NA
trichuris campanula,NA,FALSE,trichuris campanula,NA,NA,NA,NA
vigisospirura potekhina,NA,FALSE,vigisospirura potekhina,NA,NA,NA,NA
brachylaemus sp.,NA,FALSE,brachylaemus sp.,NA,NA,NA,NA
cyathospirura chevreuxi,NA,FALSE,cyathospirura chevreuxi,NA,NA,NA,NA
metathelazia californica,NA,FALSE,metathelazia californica,NA,NA,NA,NA
vogeloides felis,NA,FALSE,vogeloides felis,NA,NA,NA,NA
lemuricola inglisi,NA,FALSE,lemuricola inglisi,NA,NA,NA,NA
paulianfilaria pauliana,NA,FALSE,paulianfilaria pauliana,NA,NA,NA,NA
psychrobacter phenylpyruvicus,29432,TRUE,Psychrobacter phenylpyruvicus,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
baschkirovitrema incrassatum,NA,FALSE,baschkirovitrema incrassatum,NA,NA,NA,NA
dirofilaria lutrae,2483237,TRUE,Dirofilaria lutrae,Dirofilaria,Onchocercidae,Rhabditida,Chromadorea
dracunculus sp.,NA,FALSE,dracunculus sp.,NA,NA,NA,NA
euparyphium inermo,NA,FALSE,euparyphium inermo,NA,NA,NA,NA
eustrongylides sp.,NA,FALSE,eustrongylides sp.,NA,NA,NA,NA
hedruris sp.,NA,FALSE,hedruris sp.,NA,NA,NA,NA
metabronema sp.,NA,FALSE,metabronema sp.,NA,NA,NA,NA
strongyloides lutrae,NA,FALSE,strongyloides lutrae,NA,NA,NA,NA
acanthocephalus anguillae,185726,TRUE,Acanthocephalus anguillae,Acanthocephalus,Echinorhynchidae,Echinorhynchida,Palaeacanthocephala
acanthocephalus ranae,2282138,TRUE,Acanthocephalus ranae,Acanthocephalus,Echinorhynchidae,Echinorhynchida,Palaeacanthocephala
aeromonas sp.,647,TRUE,Aeromonas sp.,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria
aonchotheca putorii,1647945,TRUE,Aonchotheca putorii,Aonchotheca,Capillariidae,Trichinellida,Enoplea
apophallus donicus,1124784,TRUE,Apophallus donicus,Apophallus,Heterophyidae,Opisthorchiida,Trematoda
capillaria mucronata,NA,FALSE,capillaria mucronata,NA,NA,NA,NA
diphyllobothrium medium,NA,FALSE,diphyllobothrium medium,NA,NA,NA,NA
empedobacter brevis,247,TRUE,Empedobacter brevis,Empedobacter,Weeksellaceae,Flavobacteriales,Flavobacteriia
escherichia sp.,1884818,TRUE,Escherichia sp.,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
eucoleus schvalovoj,NA,FALSE,eucoleus schvalovoj,NA,NA,NA,NA
gigantorhynchus sp.,NA,FALSE,gigantorhynchus sp.,NA,NA,NA,NA
isospora lutrae,NA,FALSE,isospora lutrae,NA,NA,NA,NA
metorchis albidus,1082637,TRUE,Metorchis albidus,Metorchis,Opisthorchiidae,Opisthorchiida,Trematoda
pantoea sp.,69393,TRUE,Pantoea sp.,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria
phagicola sp.,NA,FALSE,phagicola sp.,NA,NA,NA,NA
serratia sp.,616,TRUE,Serratia sp.,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria
shigella sp.,625,TRUE,Shigella sp.,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
skrjabingylus nasicola,1616140,TRUE,Skrjabingylus nasicola,Skrjabingylus,Metastrongylidae,Strongylida,Chromadorea
strongyloides martis,NA,FALSE,strongyloides martis,NA,NA,NA,NA
vagococcus lutrae,81947,TRUE,Vagococcus lutrae,Vagococcus,Enterococcaceae,Lactobacillales,Bacilli
metastrongylus sp.,NA,FALSE,metastrongylus sp.,NA,NA,NA,NA
spirometra janickii,NA,FALSE,spirometra janickii,NA,NA,NA,NA
joyeuxiella pasqualei,1930609,TRUE,Joyeuxiella pasqualei,Joyeuxiella,Dipylidiidae,Cyclophyllidea,Cestoda
ancylostoma pluridentatum,NA,FALSE,ancylostoma pluridentatum,NA,NA,NA,NA
angiocaulus gubernaculatus,NA,FALSE,angiocaulus gubernaculatus,NA,NA,NA,NA
citellinema sp.,NA,FALSE,citellinema sp.,NA,NA,NA,NA
cyrnea sp.,NA,FALSE,cyrnea sp.,NA,NA,NA,NA
dirofilaria striata,2758147,TRUE,Dirofilaria striata,Dirofilaria,Onchocercidae,Rhabditida,Chromadorea
mesocestoides variabilis,NA,FALSE,mesocestoides variabilis,NA,NA,NA,NA
metathelazia sp.,NA,FALSE,metathelazia sp.,NA,NA,NA,NA
taenia macrocystis,NA,FALSE,taenia macrocystis,NA,NA,NA,NA
trichostrongylus affinis,NA,FALSE,trichostrongylus affinis,NA,NA,NA,NA
dirofilaria macacae,NA,FALSE,dirofilaria macacae,NA,NA,NA,NA
enterobius macaci,1008421,TRUE,Enterobius macaci,Enterobius,Oxyuridae,Rhabditida,Chromadorea
hepatocystis taiwanensis,NA,FALSE,hepatocystis taiwanensis,NA,NA,NA,NA
macacanema formosana,NA,FALSE,macacanema formosana,NA,NA,NA,NA
trypanosoma conorhini,83891,TRUE,Trypanosoma conorhini,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea
anatrichosoma cynamolgi,NA,FALSE,anatrichosoma cynamolgi,NA,NA,NA,NA
dirofilaria magnilarvatum,NA,FALSE,dirofilaria magnilarvatum,NA,NA,NA,NA
globocephalus sp.,NA,FALSE,globocephalus sp.,NA,NA,NA,NA
hepatocystis semnopitheci,NA,FALSE,hepatocystis semnopitheci,NA,NA,NA,NA
human gammaherpesvirus 4,10376,TRUE,Human gammaherpesvirus 4,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
nochtia nochti,NA,FALSE,nochtia nochti,NA,NA,NA,NA
bakau orthobunyavirus,1933175,TRUE,Bakau orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
trypanosoma cyclops,86330,TRUE,Trypanosoma cyclops,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea
gongylonema macrogubernaculum,NA,FALSE,gongylonema macrogubernaculum,NA,NA,NA,NA
paragonimus pulmonalis,NA,FALSE,paragonimus pulmonalis,NA,NA,NA,NA
macaca mulatta polyomavirus 1,1891767,TRUE,Macaca mulatta polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
cercopithecine herpesvirus 1,10325,TRUE,Macacine alphaherpesvirus 1,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes
plasmodium shortii,NA,FALSE,plasmodium shortii,NA,NA,NA,NA
babesia cellii,NA,FALSE,babesia cellii,NA,NA,NA,NA
iodamoeba sp.,NA,FALSE,iodamoeba sp.,NA,NA,NA,NA
plasmodium simiovale,35085,TRUE,Plasmodium simiovale,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
oesphagostomum columbianum,NA,FALSE,oesphagostomum columbianum,NA,NA,NA,NA
ostertagia kenyensis,NA,FALSE,ostertagia kenyensis,NA,NA,NA,NA
abbreviata sp.,NA,FALSE,abbreviata sp.,NA,NA,NA,NA
brodenia laciniata,NA,FALSE,brodenia laciniata,NA,NA,NA,NA
dipetalonema witei,NA,FALSE,dipetalonema witei,NA,NA,NA,NA
oesophagostomum brumpti,NA,FALSE,oesophagostomum brumpti,NA,NA,NA,NA
pseudolimax butschlii,NA,FALSE,pseudolimax butschlii,NA,NA,NA,NA
watsonius deschieni,NA,FALSE,watsonius deschieni,NA,NA,NA,NA
watsonius sp.,NA,FALSE,watsonius sp.,NA,NA,NA,NA
baylisascaris devosi,1572086,TRUE,Baylisascaris devosi,Baylisascaris,Ascarididae,Rhabditida,Chromadorea
crenosoma petrowi,NA,FALSE,crenosoma petrowi,NA,NA,NA,NA
euryhelmis squamula,NA,FALSE,euryhelmis squamula,NA,NA,NA,NA
molineus patens,2732852,TRUE,Molineus patens,Molineus,Molineidae,Strongylida,Chromadorea
versteria mustelae,1434714,TRUE,Versteria mustelae,Versteria,Taeniidae,Cyclophyllidea,Cestoda
filaria martis,221950,TRUE,Filaria martis,Filaria,Filariidae,Rhabditida,Chromadorea
oochoristica sp.,NA,FALSE,oochoristica sp.,NA,NA,NA,NA
skrjabingylus petrovi,1616139,TRUE,Skrjabingylus petrowi,Skrjabingylus,Metastrongylidae,Strongylida,Chromadorea
sobolevingylus petrowi,NA,FALSE,sobolevingylus petrowi,NA,NA,NA,NA
uncinaria criniformis,NA,FALSE,uncinaria criniformis,NA,NA,NA,NA
baylisascaris columnaris,575210,TRUE,Baylisascaris columnaris,Baylisascaris,Ascarididae,Rhabditida,Chromadorea
centrorhynchus aluconis,1795424,TRUE,Centrorhynchus aluconis,Centrorhynchus,Centrorhynchidae,Polymorphida,Palaeacanthocephala
physaloptera sibirica,NA,FALSE,physaloptera sibirica,NA,NA,NA,NA
skrjabingylus sp.,NA,FALSE,skrjabingylus sp.,NA,NA,NA,NA
spirura rytipleurites,NA,FALSE,spirura rytipleurites,NA,NA,NA,NA
centrorhynchus elongatus,NA,FALSE,centrorhynchus elongatus,NA,NA,NA,NA
hepatozoon jm-1,NA,FALSE,hepatozoon jm-1,NA,NA,NA,NA
hepatozoon jm-2,NA,FALSE,hepatozoon jm-2,NA,NA,NA,NA
hepatozoon jm-3,NA,FALSE,hepatozoon jm-3,NA,NA,NA,NA
hepatozoon jm-4,NA,FALSE,hepatozoon jm-4,NA,NA,NA,NA
hepatozoon jm-5,NA,FALSE,hepatozoon jm-5,NA,NA,NA,NA
hepatozoon jm-6,29322,TRUE,[Eubacterium] cellulosolvens,Eubacterium,Eubacteriaceae,Eubacteriales,Clostridia
hepatozoon jm-7,NA,FALSE,hepatozoon jm-7,NA,NA,NA,NA
hepatozoon jm-8,NA,FALSE,hepatozoon jm-8,NA,NA,NA,NA
mesocestoides paucitesticulus,NA,FALSE,mesocestoides paucitesticulus,NA,NA,NA,NA
molineus sp.,NA,FALSE,molineus sp.,NA,NA,NA,NA
pseudotroglotrema sp.,NA,FALSE,pseudotroglotrema sp.,NA,NA,NA,NA
isospora martessii,NA,FALSE,isospora martessii,NA,NA,NA,NA
thelazia californiensis,2777228,TRUE,Thelazia californiensis,Thelazia,Thelaziidae,Rhabditida,Chromadorea
aelurostrongylus falciformis,2026713,TRUE,Perostrongylus falciformis,Perostrongylus,Filaroididae,Strongylida,Chromadorea
aelurostrongylus pridhami,NA,FALSE,aelurostrongylus pridhami,NA,NA,NA,NA
carnivore amdoparvovirus 1,1511862,TRUE,Carnivore amdoparvovirus 1,Amdoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
atriotaenia incisa,NA,FALSE,atriotaenia incisa,NA,NA,NA,NA
babesia missirolii,NA,FALSE,babesia missirolii,NA,NA,NA,NA
crenosoma melesi,NA,FALSE,crenosoma melesi,NA,NA,NA,NA
eimeria melis,NA,FALSE,eimeria melis,NA,NA,NA,NA
isospora melis,NA,FALSE,isospora melis,NA,NA,NA,NA
sarcocystis sebeki,NA,FALSE,sarcocystis sebeki,NA,NA,NA,NA
skrjabingylus santaceciliae,NA,FALSE,skrjabingylus santaceciliae,NA,NA,NA,NA
crenosoma zederi,NA,FALSE,crenosoma zederi,NA,NA,NA,NA
dipetalonema mephitis,NA,FALSE,dipetalonema mephitis,NA,NA,NA,NA
leptospira grippotyphosa,29507,TRUE,Leptospira kirschneri,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia
sarcocystis mephitisi,NA,FALSE,sarcocystis mephitisi,NA,NA,NA,NA
lemuricola microcebi,NA,FALSE,lemuricola microcebi,NA,NA,NA,NA
rictularia lemuri,NA,FALSE,rictularia lemuri,NA,NA,NA,NA
trichosomoides sp.,NA,FALSE,trichosomoides sp.,NA,NA,NA,NA
zonorchis microcebi,NA,FALSE,zonorchis microcebi,NA,NA,NA,NA
ophryocotyle buecki,NA,FALSE,ophryocotyle buecki,NA,NA,NA,NA
euparadistomum cercopitheci,NA,FALSE,euparadistomum cercopitheci,NA,NA,NA,NA
meningonema peruzzii,NA,FALSE,meningonema peruzzii,NA,NA,NA,NA
plesiomonas sp.,2486279,TRUE,Plesiomonas sp.,Plesiomonas,NA,Enterobacterales,Gammaproteobacteria
porphyromonas sp.,1924944,TRUE,Porphyromonas sp.,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia
streptococcus viridans,78535,TRUE,Streptococcus viridans,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli
southern elephant seal virus,1159195,TRUE,Southern elephant seal virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes
leptospira bratislava,NA,FALSE,leptospira bratislava,NA,NA,NA,NA
leptospira icterohaemorrhagiae,NA,FALSE,leptospira icterohaemorrhagiae,NA,NA,NA,NA
neorhabditostomum yeni,2292098,TRUE,Neorhabditostomum yeni,Neorhabditostomum,Chabertiidae,Strongylida,Chromadorea
isospora altaica,NA,FALSE,isospora altaica,NA,NA,NA,NA
crenosoma taiga,NA,FALSE,crenosoma taiga,NA,NA,NA,NA
molineus mustelae,NA,FALSE,molineus mustelae,NA,NA,NA,NA
filaroides bronchialis,NA,FALSE,filaroides bronchialis,NA,NA,NA,NA
molineus legerae,NA,FALSE,molineus legerae,NA,NA,NA,NA
paragonimus ohirai,59629,TRUE,Paragonimus ohirai,Paragonimus,Troglotrematidae,Plagiorchiida,Trematoda
porrorchis leibyi,NA,FALSE,porrorchis leibyi,NA,NA,NA,NA
ascocotyle sp.,1849834,TRUE,Ascocotyle sp.,Ascocotyle,Heterophyidae,Opisthorchiida,Trematoda
centrorhynchus sp.,NA,FALSE,centrorhynchus sp.,NA,NA,NA,NA
filaroides sp.,NA,FALSE,filaroides sp.,NA,NA,NA,NA
strongyloides mustelorum,NA,FALSE,strongyloides mustelorum,NA,NA,NA,NA
troglotrema acutum,1530218,TRUE,Troglotrema acutum,Troglotrema,Troglotrematidae,Plagiorchiida,Trematoda
eimeria furonis,352384,TRUE,Eimeria furonis,Eimeria,Eimeriidae,Eucoccidiorida,Conoidasida
eimeria ictidea,NA,FALSE,eimeria ictidea,NA,NA,NA,NA
pearsonema mucronata,NA,FALSE,pearsonema mucronata,NA,NA,NA,NA
sobolevingylus skrjabini,NA,FALSE,sobolevingylus skrjabini,NA,NA,NA,NA
strigea strigis,2282532,TRUE,Strigea strigis,Strigea,Strigeidae,Diplostomida,Trematoda
gazellostrongylus lerouxi,NA,FALSE,gazellostrongylus lerouxi,NA,NA,NA,NA
setaria bicoronata,NA,FALSE,setaria bicoronata,NA,NA,NA,NA
porrorchis nickoli,NA,FALSE,porrorchis nickoli,NA,NA,NA,NA
hepatozoon procyonis,2200861,TRUE,Hepatozoon procyonis,Hepatozoon,Hepatozoidae,Eucoccidiorida,Conoidasida
megacooperia woodfordi,NA,FALSE,megacooperia woodfordi,NA,NA,NA,NA
arhythmorhynchus brevis,84282,TRUE,Arhythmorhynchus brevis,Arhythmorhynchus,Polymorphidae,Polymorphida,Palaeacanthocephala
bacillus laterosporus,1465,TRUE,Brevibacillus laterosporus,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli
euryhelmis pacifica,NA,FALSE,euryhelmis pacifica,NA,NA,NA,NA
metagonimoides oregonensis,1183862,TRUE,Metagonimoides oregonensis,Metagonimoides,Heterophyidae,Opisthorchiida,Trematoda
ancylostoma kusimaense,NA,FALSE,ancylostoma kusimaense,NA,NA,NA,NA
arthrostoma miyazakiense,NA,FALSE,arthrostoma miyazakiense,NA,NA,NA,NA
brachylaima tokudai,NA,FALSE,brachylaima tokudai,NA,NA,NA,NA
echinochasmus perfoliatus,NA,FALSE,echinochasmus perfoliatus,NA,NA,NA,NA
maritrema eroliae,944990,TRUE,Maritrema eroliae,Maritrema,Microphallidae,Plagiorchiida,Trematoda
mediorhynchus robustus,NA,FALSE,mediorhynchus robustus,NA,NA,NA,NA
metagonimus_miyatai,1041114,TRUE,Metagonimus miyatai,Metagonimus,Heterophyidae,Opisthorchiida,Trematoda
pseudocryptotropa sp.,NA,FALSE,pseudocryptotropa sp.,NA,NA,NA,NA
pterothominx sp.,NA,FALSE,pterothominx sp.,NA,NA,NA,NA
sphaerirostris lanceoides,2169581,TRUE,Sphaerirostris lanceoides,Sphaerirostris,Centrorhynchidae,Polymorphida,Palaeacanthocephala
strongyloides erschovi,NA,FALSE,strongyloides erschovi,NA,NA,NA,NA
trichinella sp. t9,181606,TRUE,Trichinella sp. T9,Trichinella,Trichinellidae,Trichinellida,Enoplea
eimeria pachylepyron,NA,FALSE,eimeria pachylepyron,NA,NA,NA,NA
lemuricola nycticebi,2294029,TRUE,Lemuricola nycticebi,Lemuricola,Oxyuridae,Rhabditida,Chromadorea
pterygodermatites nycticebi,2068627,TRUE,Pterygodermatites nycticebi,Pterygodermatites,Rictulariidae,Rhabditida,Chromadorea
spirura aurangabadensis,NA,FALSE,spirura aurangabadensis,NA,NA,NA,NA
diphyllobothrium fayi,NA,FALSE,diphyllobothrium fayi,NA,NA,NA,NA
dolphin rhabdovirus,1511639,TRUE,Dolphin rhabdovirus,NA,Rhabdoviridae,Mononegavirales,Monjiviricetes
deer adenovirus,NA,FALSE,deer adenovirus,NA,NA,NA,NA
borrelia sp.,145,TRUE,Borrelia sp.,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia
elaeophora schneideri,1769799,TRUE,Elaeophora schneideri,Elaeophora,Onchocercidae,Rhabditida,Chromadorea
onchocerca cervipedis,1131407,TRUE,Onchocerca cervipedis,Onchocerca,Onchocercidae,Rhabditida,Chromadorea
main drain virus,1933303,TRUE,Main Drain orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
orthostrongylus macrotis,473977,TRUE,Orthostrongylus macrotis,Orthostrongylus,Protostrongylidae,Strongylida,Chromadorea
sarcocystis americana,NA,FALSE,sarcocystis americana,NA,NA,NA,NA
sarcocystis hemioni,NA,FALSE,sarcocystis hemioni,NA,NA,NA,NA
sarcocystis hemionilatrantis,NA,FALSE,sarcocystis hemionilatrantis,NA,NA,NA,NA
sarcocystis youngi,NA,FALSE,sarcocystis youngi,NA,NA,NA,NA
setaria yehi,1740746,TRUE,Setaria yehi,Setaria,Setariidae,Rhabditida,Chromadorea
skrjabinema parva,NA,FALSE,skrjabinema parva,NA,NA,NA,NA
streptomyces sp.,1931,TRUE,Streptomyces sp.,Streptomyces,Streptomycetaceae,Streptomycetales,Actinomycetia
klamath virus,1972588,TRUE,Klamath tupavirus,Tupavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
ashworthius sp.,NA,FALSE,ashworthius sp.,NA,NA,NA,NA
eimeria madisonensis,NA,FALSE,eimeria madisonensis,NA,NA,NA,NA
eimeria mccordocki,NA,FALSE,eimeria mccordocki,NA,NA,NA,NA
eimeria odocoilei,NA,FALSE,eimeria odocoilei,NA,NA,NA,NA
eucyathostomum webbi,NA,FALSE,eucyathostomum webbi,NA,NA,NA,NA
gongylonema verrucosum,NA,FALSE,gongylonema verrucosum,NA,NA,NA,NA
mazamastrongylus odocoilei,85880,TRUE,Mazamastrongylus odocoilei,Mazamastrongylus,Trichostrongylidae,Strongylida,Chromadorea
mazamastrongylus sp.,NA,FALSE,mazamastrongylus sp.,NA,NA,NA,NA
monodontus louisianensis,NA,FALSE,monodontus louisianensis,NA,NA,NA,NA
ostertagia dikmansi,72295,TRUE,Ostertagia dikmansi,Ostertagia,Haemonchidae,Strongylida,Chromadorea
ostertagia mossi,72297,TRUE,Ostertagia mossi,Ostertagia,Haemonchidae,Strongylida,Chromadorea
paramphistomum liorchis,NA,FALSE,paramphistomum liorchis,NA,NA,NA,NA
rickettsia amblyommii,33989,TRUE,Rickettsia amblyommatis,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria
sarcocystis odocoileocanis,NA,FALSE,sarcocystis odocoileocanis,NA,NA,NA,NA
spiculopteragia odocoilei,NA,FALSE,spiculopteragia odocoilei,NA,NA,NA,NA
spiculopteragia pursglovei,NA,FALSE,spiculopteragia pursglovei,NA,NA,NA,NA
trichostrongylus askivali,NA,FALSE,trichostrongylus askivali,NA,NA,NA,NA
trichostrongylus dosteri,NA,FALSE,trichostrongylus dosteri,NA,NA,NA,NA
ovine respiratory syncytial virus,28869,TRUE,Ovine respiratory syncytial virus,NA,Pneumoviridae,Mononegavirales,Monjiviricetes
longistrongylus meyeri,NA,FALSE,longistrongylus meyeri,NA,NA,NA,NA
contracaecum rodhaini,NA,FALSE,contracaecum rodhaini,NA,NA,NA,NA
nematodirella longissimespiculata,NA,FALSE,nematodirella longissimespiculata,NA,NA,NA,NA
protostrongylus stilesi,473978,TRUE,Protostrongylus stilesi,Protostrongylus,Protostrongylidae,Strongylida,Chromadorea
teladorsagia boreoarcticus,94965,TRUE,Teladorsagia boreoarcticus,Teladorsagia,Haemonchidae,Strongylida,Chromadorea
protostrongylus hobmaieri,1418101,TRUE,Protostrongylus hobmaieri,Protostrongylus,Protostrongylidae,Strongylida,Chromadorea
protostrongylus rupricaprae,NA,FALSE,protostrongylus rupricaprae,NA,NA,NA,NA
actinobacillus actinomycetemcomitans,714,TRUE,Aggregatibacter actinomycetemcomitans,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
bacteroides pyogenes,310300,TRUE,Bacteroides pyogenes,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia
cupriavidus pauculus,82633,TRUE,Cupriavidus pauculus,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria
helcoccus sp.,NA,FALSE,helcoccus sp.,NA,NA,NA,NA
mannheimia sp.,2081794,TRUE,Mannheimia sp.,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
neisseria denitrificans,494,TRUE,Bergeriella denitrificans,Bergeriella,Neisseriaceae,Neisseriales,Betaproteobacteria
neisseria sp.,192066,TRUE,Neisseria sp.,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria
prevotella sp.,59823,TRUE,Prevotella sp.,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia
protostrongylus rushi,544915,TRUE,Protostrongylus rushi,Protostrongylus,Protostrongylidae,Strongylida,Chromadorea
streptococcus acidominimus,1326,TRUE,Streptococcus acidominimus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli
anophryocephalus arcticensis,NA,FALSE,anophryocephalus arcticensis,NA,NA,NA,NA
capillaria brochieri,NA,FALSE,capillaria brochieri,NA,NA,NA,NA
dipetalonema rodhaini,NA,FALSE,dipetalonema rodhaini,NA,NA,NA,NA
necator congolensis,NA,FALSE,necator congolensis,NA,NA,NA,NA
probstmayria gombensis,NA,FALSE,probstmayria gombensis,NA,NA,NA,NA
human gammaherpesvirus 8,37296,TRUE,Human gammaherpesvirus 8,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
troglocorys cava,NA,FALSE,troglocorys cava,NA,NA,NA,NA
ancylostoma paraduodenale,NA,FALSE,ancylostoma paraduodenale,NA,NA,NA,NA
trichinella sp. t8,92180,TRUE,Trichinella sp. T8,Trichinella,Trichinellidae,Trichinellida,Enoplea
paragonimus sp.,NA,FALSE,paragonimus sp.,NA,NA,NA,NA
amoeba sp.,NA,FALSE,amoeba sp.,NA,NA,NA,NA
cercopithifilaria eberhardi,NA,FALSE,cercopithifilaria eberhardi,NA,NA,NA,NA
cercopithifilaria kenyensis,NA,FALSE,cercopithifilaria kenyensis,NA,NA,NA,NA
cercopithifilaria narokensis,NA,FALSE,cercopithifilaria narokensis,NA,NA,NA,NA
cyclospora papionis,88459,TRUE,Cyclospora papionis,Cyclospora,Eimeriidae,Eucoccidiorida,Conoidasida
enterobius brevicauda,NA,FALSE,enterobius brevicauda,NA,NA,NA,NA
hepatocystis simiae,NA,FALSE,hepatocystis simiae,NA,NA,NA,NA
panine herpesvirus 1,159602,TRUE,Panine gammaherpesvirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
nephridiacanthus sp.,NA,FALSE,nephridiacanthus sp.,NA,NA,NA,NA
oxyuris sp.,NA,FALSE,oxyuris sp.,NA,NA,NA,NA
streptopharagus armatus,NA,FALSE,streptopharagus armatus,NA,NA,NA,NA
streptopharagus baylisi,NA,FALSE,streptopharagus baylisi,NA,NA,NA,NA
entopolypoides sp.,NA,FALSE,entopolypoides sp.,NA,NA,NA,NA
loa papionis,NA,FALSE,loa papionis,NA,NA,NA,NA
physaloptera mordens,NA,FALSE,physaloptera mordens,NA,NA,NA,NA
streptopharagus bifurcum,NA,FALSE,streptopharagus bifurcum,NA,NA,NA,NA
papio hamadryas adenovirus 1,1076323,TRUE,Papio hamadryas adenovirus 1,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
physaloptera multipapillata,NA,FALSE,physaloptera multipapillata,NA,NA,NA,NA
trichostrongylus subtilis,NA,FALSE,trichostrongylus subtilis,NA,NA,NA,NA
bouboui virus,64295,TRUE,Bouboui virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
oesophagostomum maurum,NA,FALSE,oesophagostomum maurum,NA,NA,NA,NA
oesophagostomum pachycephalum,NA,FALSE,oesophagostomum pachycephalum,NA,NA,NA,NA
protospirura sp.,2735429,TRUE,Protospirura sp.,Protospirura,Spiruridae,Rhabditida,Chromadorea
