Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
sarcocystis mongolica,sarcocystis mongolica,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis neurona,sarcocystis neurona,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis odocoileocanis,sarcocystis odocoileocanis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis ovalis,sarcocystis ovalis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis phacochoeri,sarcocystis phacochoeri,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis rangi,sarcocystis rangi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis scandinavica,sarcocystis scandinavica,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis sebeki,sarcocystis sebeki,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis silva,sarcocystis silva,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis sp.,sarcocystis sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis tarandivulpes,sarcocystis tarandivulpes,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis ursusi,sarcocystis ursusi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis woodhousei,sarcocystis woodhousei,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcocystis youngi,sarcocystis youngi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sarcosystis sp.,sarcosystis sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sathuperi orthobunyavirus,sathuperi orthobunyavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistocephalus solidus,schistocephalus solidus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistocephalus sp.,schistocephalus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistosoma hippopotami,schistosoma hippopotami,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistosoma sp.,schistosoma sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schulzinema miroljubovi,schulzinema miroljubovi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria africana,setaria africana,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria bicoronata,setaria bicoronata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria caelum,setaria caelum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria cervi,setaria cervi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria congolensis,setaria congolensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria cornuta,setaria cornuta,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria labiatopapillosa,setaria labiatopapillosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria scalprum,setaria scalprum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria sp.,setaria sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria thwaitei,setaria thwaitei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria tundra,setaria tundra,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria yehi,setaria yehi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
shamonda orthobunyavirus,shamonda,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
shewanella sp.,shewanella sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
shuni orthobunyavirus,shuni,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simbu orthobunyavirus,simbu,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simian adenovirus a,simian adenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simian agent virus 12,simian agent virus 12,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simian foamy,simian foamy,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simian hemorrhagic fever,simian hemorrhagic fever,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simian immunodeficiency,simian immunodeficiency,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinagia arctica,skrjabinagia arctica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema ovis,skrjabinema ovis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema parva,skrjabinema parva,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema rupicaprae,skrjabinema rupicaprae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema sp.,skrjabinema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus chitwoodorum,skrjabingylus chitwoodorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus nasicola,skrjabingylus nasicola,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus petrovi,skrjabingylus petrovi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus santaceciliae,skrjabingylus santaceciliae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus sp.,skrjabingylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinodentus longiconus,skrjabinodentus longiconus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sobolevingylus petrowi,sobolevingylus petrowi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sobolevingylus skrjabini,sobolevingylus skrjabini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
soboliphyme baturini,soboliphyme baturini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
southern elephant seal,southern elephant seal,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
southwellina hispida,southwellina hispida,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sp.,NA,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sparganum mansoni,sparganum mansoni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sparganum sp.,sparganum sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sphaerirostris lancea,sphaerirostris lancea,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sphaerirostris lanceoides,sphaerirostris lanceoides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia alicis,spiculopteragia alicis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia andreevae,spiculopteragia andreevae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia asymmetrica,spiculopteragia asymmetrica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia boehmi,spiculopteragia boehmi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia dagestanica,spiculopteragia dagestanica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia houdemeri,spiculopteragia houdemeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia mathevossiani,spiculopteragia mathevossiani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia odocoilei,spiculopteragia odocoilei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia pursglovei,spiculopteragia pursglovei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia spiculoptera,spiculopteragia spiculoptera,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirocerca sp.,spirocerca sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirodinium equi,spirodinium equi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirometra janickii,spirometra janickii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirometra mansonoides,spirometra mansonoides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirometra sp.,spirometra sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura aurangabadensis,spirura aurangabadensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura delicata,spirura delicata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura dentata,spirura dentata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura diplocyphos,spirura diplocyphos,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura marmosetae,spirura marmosetae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura quianensis,spirura quianensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura rytipleurites,spirura rytipleurites,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura sp.,spirura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
splitted in ictv,NA,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
squamanema bonnei,squamanema bonnei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
staphylococcus albus,staphylococcus albus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
staphylococcus auricularis,staphylococcus auricularis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
staphylococcus simulans,staphylococcus simulans,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
staphylococcus xylosus,staphylococcus xylosus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stenotrophomonas sp.,stenotrophomonas sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stephanofilaria thelazioides,stephanofilaria thelazioides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stephanoprora spinosa,stephanoprora spinosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stephanurus dentatus,stephanurus dentatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stilesia hepatica,stilesia hepatica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptococcus phocae,streptococcus phocae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptococcus porcinus,streptococcus porci,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptococcus viridans,streptococcus viridans,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptomyces sp.,streptomyces sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus armatus,streptopharagus armatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus baylisi,streptopharagus baylisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus bifurcum,streptopharagus bifurcum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus pigmentatus,streptopharagus pigmentatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus sp.,streptopharagus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strigea sp.,strigea sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strigea strigis,strigea strigis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides cebus,strongyloides cebus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides erschovi,strongyloides erschovi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides lutrae,strongyloides lutrae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides martis,strongyloides martis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides mustelorum,strongyloides mustelorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides planiceps,strongyloides planiceps,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides procyonis,strongyloides procyonis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides sp.,strongyloides sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides vulpis,strongyloides vulpis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus asini,strongylus asini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus edentatus,strongylus edentatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus equinus,strongylus equinus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus sp.,strongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus vulgaris,strongylus vulgaris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
subulura baeri,subulura baeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
subulura distans,subulura distans,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
subulura sp.,subulura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
synhimanthus sp.,synhimanthus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
syphacia sp.,syphacia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia crocutae,taenia crocutae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia hyaenae,taenia hyaenae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia krabbei,taenia krabbei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia laticollis,taenia laticollis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia macrocystis,taenia macrocystis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia madoquae,taenia madoquae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia martis,taenia martis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia omissa,taenia omissa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia ovis,taenia ovis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia parva,taenia parva,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia pencei,taenia pencei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia pisiformis,taenia pisiformis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia polyacantha,taenia polyacantha,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia regis,taenia regis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia rileyi,taenia rileyi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia sp.,taenia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia taxidiensis,taenia taxidiensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia twitchelli,taenia twitchelli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tapironema coronatum,tapironema coronatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tarsubulura perarmata,tarsubulura perarmata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tawila tawila,tawila tawila,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorasgia davtiani,teladorasgia davtiani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorsagia boreoarcticus,teladorsagia boreoarcticus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorsagia davtiani,teladorsagia davtiani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorsagia hamata,teladorsagia hamata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tembusu,tembusu,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ternidens sp.,ternidens sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetrapetalonema nicollei,tetrapetalonema nicollei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetrapetalonema parvum,tetrapetalonema parvum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetratoxum parvum,tetratoxum parvum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetratoxum unifasciculatum,tetratoxum unifasciculatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria annae,theileria annae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria bicornis,theileria bicornis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria buffeli,theileria buffeli,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria cervi,theileria cervi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria mutans,theileria mutans,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria parva,theileria parva,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria sp.,theileria sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thelazia gulosa,thelazia gulosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thiafora nairovirus,thiafora nairovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysaniezia giardi,thysaniezia giardi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysaniezia sp.,thysaniezia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysanosoma actinioides,thysanosoma actinioides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysanotaenia lemuris,thysanotaenia lemuris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxascaris sp.,toxascaris sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxocara genettae,toxocara genettae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxocara mystax,toxocara mystax,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxocara sp.,toxocara sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxocara tanuki,toxocara tanuki,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxocara vitulorum,toxocara vitulorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triadinium galea,triadinium galea,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichinella murrelli,trichinella murrelli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichinella sp.,trichinella sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichinella sp. t6,trichinella sp. t6,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichinella sp. t8,trichinella sp. t8,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichinella sp. t9,trichinella sp. t9,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichinella zimbabwensis,trichinella zimbabwensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichocephalus sp.,trichocephalus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichomonas intestinalis,trichomonas intestinalis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichomonas sp.,trichomonas sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichosomoides sp.,trichosomoides sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichospirura leptostoma,trichospirura leptostoma,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus angistris,trichostrongylus angistris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus anomalus,trichostrongylus anomalus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus askivali,trichostrongylus askivali,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus auriculatus,trichostrongylus auriculatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus deflexus,trichostrongylus deflexus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus dosteri,trichostrongylus dosteri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus falculatus,trichostrongylus falculatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus longispicularis,trichostrongylus longispicularis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus minor,trichostrongylus minor,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus pietersei,trichostrongylus pietersei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus rugatus,trichostrongylus rugatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus sp.,trichostrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus subtilis,trichostrongylus subtilis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichostrongylus thomasi,trichostrongylus thomasi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris campanula,trichuris campanula,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris capreoli,trichuris capreoli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris discolor,trichuris discolor,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris dispar,trichuris dispar,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris globulosa,trichuris globulosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris lemuris,trichuris lemuris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris ovis,trichuris ovis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris skrjabini,trichuris skrjabini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris sp.,trichuris sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichuris tenuis,trichuris tenuis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichurus sp.,trichurus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus brevicaudata,triodontophorus brevicaudata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus burchelli,triodontophorus burchelli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus hartmannae,triodontophorus hartmannae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus minor,triodontophorus minor,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus nipponicus,triodontophorus nipponicus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus serratus,triodontophorus serratus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus sp.,triodontophorus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
triodontophorus tenuicollis,triodontophorus tenuicollis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tristriata sp.,tristriata sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
troglocorys cava,troglocorys cava,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
troglodytella abrassarti,troglodytella abrassarti,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
troglostrongylus wilsoni,troglostrongylus wilsoni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
troglotrema acutum,troglotrema acutum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
troglotrema mustelae,troglotrema mustelae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma advieri,trypanosoma advieri,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma cervi,trypanosoma cervi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma congolense,trypanosoma congolense,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma conorhini,trypanosoma conorhini,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma cyclops,trypanosoma cyclops,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma devei,trypanosoma devei,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma diasi,trypanosoma diasi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma evansi,trypanosoma evansi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma forestali,trypanosoma forestali,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma hippicum,trypanosoma hippicum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
