Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
spirodinium equi,spirodinium equi,spirodinium equi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetratoxum parvum,tetratoxum parvum,tetratoxum parvum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetratoxum unifasciculatum,tetratoxum unifasciculatum,tetratoxum unifasciculatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria annae,theileria annae,theileria annae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria bicornis,theileria bicornis,theileria bicornis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria buffeli,theileria buffeli,theileria buffeli,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria cervi,theileria cervi,theileria cervi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria mutans,theileria mutans,theileria mutans,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria parva,theileria parva,theileria parva,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
theileria sp.,theileria sp.,theileria sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxoplasma gondii,toxoplasma gondii,toxoplasma gondii,protozoa,1,1,1,1,1,1,toxoplasmosis,"food, water, environment",1,0,NA,0,NA,1,NA,NA
toxoplasma sp.,toxoplasma sp.,toxoplasma sp.,protozoa,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
triadinium galea,triadinium galea,triadinium galea,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichomonas intestinalis,trichomonas intestinalis,trichomonas intestinalis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trichomonas sp.,trichomonas sp.,trichomonas sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
troglocorys cava,troglocorys cava,troglocorys cava,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
troglodytella abrassarti,troglodytella abrassarti,troglodytella abrassarti,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma advieri,trypanosoma advieri,trypanosoma advieri,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma brucei,trypanosoma brucei,trypanosoma brucei,protozoa,1,1,1,1,1,1,african trypanosomiasis (sleeping sickness),vector,1,1,tsetse fly (glossina spp),1,sleeping sickness,1,NA,NA
trypanosoma cervi,trypanosoma cervi,trypanosoma cervi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma congolense,trypanosoma congolense,trypanosoma congolense,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma conorhini,trypanosoma conorhini,trypanosoma conorhini,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma cruzi,trypanosoma cruzi,trypanosoma cruzi,protozoa,1,1,1,1,1,1,american trypanosomiasis,"vector, food",1,1,"triatome bug (panstrongylus,_rhodnius_and_triatomaspp.)",1,chagas disease,1,NA,NA
trypanosoma cyclops,trypanosoma cyclops,trypanosoma cyclops,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma devei,trypanosoma devei,trypanosoma devei,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma diasi,trypanosoma diasi,trypanosoma diasi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma evansi,trypanosoma evansi,trypanosoma evansi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma forestali,trypanosoma forestali,trypanosoma forestali,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma hippicum,trypanosoma hippicum,trypanosoma hippicum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma irangiense,trypanosoma irangiense,trypanosoma irangiense,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma lambrechti,trypanosoma lambrechti,trypanosoma lambrechti,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma lesourdi,trypanosoma lesourdi,trypanosoma lesourdi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma minasense,trypanosoma minasense,trypanosoma minasense,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma mycetae,trypanosoma mycetae,trypanosoma mycetae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma perodictici,trypanosoma perodictici,trypanosoma perodictici,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma pestanai,trypanosoma pestanai,trypanosoma pestanai,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma primatum,trypanosoma primatum,trypanosoma primatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma rangeli,trypanosoma rangeli,trypanosoma rangeli,protozoa,1,1,0,1,1,1,american trypanosomiasis,"vector, food",1,1,"triatome bug (panstrongylus,_rhodnius_and_triatomaspp.)",0,NA,0,"Northern Africa, Central America, South America","SD,HN,BR,SV,CO,VE,PA"
trypanosoma sanmartini,trypanosoma sanmartini,trypanosoma sanmartini,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma simiae,trypanosoma simiae,trypanosoma simiae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma sp.,trypanosoma sp.,trypanosoma sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma sp. tsd1,trypanosoma sp.,trypanosoma sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma theileri,trypanosoma theileri,trypanosoma theileri,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma venezuelense,trypanosoma venezuelense,trypanosoma venezuelense,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
trypanosoma vivax,trypanosoma vivax,trypanosoma vivax,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
a influenza a,influenza a,influenza a virus,virus,1,1,1,1,1,1,influenza,"respiratory, direct",1,0,NA,0,NA,1,NA,NA
african horse sickness,african horse sickness,african horse sickness virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
african swine fever,african swine fever,african swine fever virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
akabane,akabane,akabane virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alcelaphine gammaherpesvirus 1,alcelaphine herpesvirus 1,alcelaphine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alphacoronavirus 1,alphacoronavirus 1,alphacoronavirus 1,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
b influenza b,influenza b,influenza b virus,virus,1,1,1,1,1,1,influenza,respiratory,1,0,NA,0,NA,1,South America,
bakau orthobunyavirus,bakau,bakau orthobunyavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
betacoronavirus 1,betacoronavirus 1,betacoronavirus 1,virus,1,1,1,1,1,1,middle east respiratory syndrome,"direct, respiratory",1,0,NA,1,middle east respiratory syndrome,0,NA,NA
bhanja,bhanja,bhanja virus,virus,1,1,1,1,1,1,bunyaviridae misc,tick,1,0,NA,0,NA,1,NA,NA
bluetongue,bluetongue,bluetongue virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
border disease,border disease,border disease virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bouboui,bouboui,bouboui virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine alphaherpesvirus 1,bovine alphaherpesvirus 1,bovine alphaherpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine alphaherpesvirus 2,bovine alphaherpesvirus 2,bovine alphaherpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine ephemeral fever,bovine ephemeral fever,bovine ephemeral fever virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine gammaherpesvirus 4,bovine herpesvirus 4,bovine herpesvirus 4,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine herpesvirus 3,bovine herpesvirus 3,bovine herpesvirus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine papular stomatitis,bovine papular stomatitis,bovine papular stomatitis virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine parainfluenza virus 3,bovine parainfluenza virus 3,bovine parainfluenza virus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine respiratory syncytial,bovine respiratory syncytial,bovine respiratory syncytial virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine viral diarrhea virus 1,bovine viral diarrhea virus 1,bovine viral diarrhea virus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bunyamwera orthobunyavirus,bunyamwera,bunyamwera virus,virus,1,0,1,1,1,1,bunyaviridae misc,vector,1,1,mosquito,1,viral hemorrhagic fever,1,NA,NA
bwamba orthobunyavirus,bwamba,bwamba virus,virus,1,1,1,1,1,1,bunyavirus infection,,1,1,mosquito,1,bwamba,1,Eastern Africa,
california encephalitis orthobunyavirus,california encephalitis,california encephalitis virus,virus,1,1,1,1,1,1,california encephalitis,vector,1,1,mosquito,0,NA,1,NA,NA
canid alphaherpes virus 1,canid herpesvirus 1,canid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
canine distemper,canine distemper,canine distemper virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
canine mastadenovirus a,canine mastadenovirus a,canine mastadenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
canine parainfluenza,canine parainfluenza,canine parainfluenza virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
caprine alphaherpesvirus 1,caprine herpesvirus 1,caprine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
caprine gammaherpesvirus 2,caprine herpesvirus 2,caprine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cardiovirus a,cardiovirus a,cardiovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
carnivore amdoparvovirus 1,carnivore amdoparvovirus 1,carnivore amdoparvovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
carnivore protoparvovirus 1,carnivore protoparvovirus 1,carnivore protoparvovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithecine alphaherpesvirus 9,cercopithecine herpesvirus 9,cercopithecine herpesvirus 9,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithecine herpesvirus 1,cercopithecine herpesvirus 1,cercopithecine herpesvirus 1,virus,1,0,1,1,1,1,herpes b infection,"direct, respiratory",1,0,NA,1,herpes b infection,1,NA,NA
cervid alphaherpesvirus 1,cervid herpesvirus 1,cervid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cervid alphaherpesvirus 2,cervid herpesvirus 2,cervid herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cetacean morbillivirus,cetacean morbillivirus,cetacean morbillivirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chandipura vesiculovirus,chandipura,chandipura virus,virus,1,0,1,1,1,1,chandipura,"direct, respiratory",1,0,NA,0,NA,1,,
chikungunya,chikungunya,chikungunya virus,virus,1,1,1,1,1,1,chikungunya fever,vector,1,1,mosquito (aedes spp.),1,chikungunya fever,1,NA,NA
classical swine fever,classical swine fever,classical swine fever virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colorado tick fever,colorado tick fever,colorado tick fever virus,virus,1,1,1,1,1,1,colorado tick fever,vector,1,1,tick (dermacentor andersoni),1,colorado tick fever,1,Northern America,"CA, US"
crimean-congo hemorrhagic fever nairovirus,crimean-congo hemorrhagic fever,crimean-congo hemorrhagic fever virus,virus,1,1,1,1,1,1,crimean-congo hemorrhagic fever,"vector, direct",1,1,tick (hyalomma),1,crimean-congo hemorrhagic fever,1,NA,NA
deer adenovirus,deer adenovirus,deer adenovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dengue,dengue,dengue virus,virus,1,1,1,1,1,1,dengue,"vector, direct",1,1,aedes spp.,1,dengue,1,NA,NA
dolphin rhabdovirus,dolphin rhabdovirus,dolphin rhabdovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
eastern equine encephalitis,eastern equine encephalitis,eastern equine encephalitis virus,virus,1,1,1,1,1,1,eastern equine encephalitis,vector,1,1,"mosquito (aedes, culiseta)",1,eastern equine encephalitis,1,NA,NA
enterovirus b,enterovirus b,enterovirus b,virus,1,1,1,1,0,1,NA,NA,0,0,NA,0,NA,0,NA,NA
enterovirus c,enterovirus c,enterovirus c,virus,1,1,1,1,0,1,enterovirus,"fecal-oral, direct",0,0,NA,0,NA,0,NA,NA
epizootic hemorrhagic disease,epizootic hemorrhagic disease,epizootic hemorrhagic disease virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
equid alphaherpesvirus 1,equid herpesvirus 1,equid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
equid alphaherpesvirus 4,equid herpesvirus 4,equid herpesvirus 4,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
equid alphaherpesvirus 9,equid herpesvirus 9,equid herpesvirus 9,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
equid gammaherpesvirus 2,equid herpesvirus 2,equid herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
equine arteritis,equine arteritis,equine arteritis virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
equus zebra gammaherpesvirus 2,equus zebra gammaherpesvirus 2,equus zebra gammaherpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
felid alphaherpesvirus 1,felid herpesvirus 1,felid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
feline calicivirus,feline calicivirus,feline calicivirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
feline immunodeficiency,feline immunodeficiency,feline immunodeficiency virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
feline leukemia,feline leukemia,feline leukemia virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
foot-and-mouth disease,foot-and-mouth disease,foot-and-mouth disease virus,virus,1,0,1,1,1,0,NA,NA,0,0,NA,0,NA,1,,
hepatitis b,hepatitis b,hepatitis b virus,virus,1,1,1,1,1,1,hepatitis b,"direct, sexual, blood",1,0,NA,0,NA,0,NA,NA
hepatovirus a,hepatovirus a,hepatovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
human alphaherpesvirus 1,human herpesvirus 1,human herpesvirus 1,virus,1,1,1,1,0,1,"herpes simplex encephalitis, herpes simplex","direct, sexual",0,0,NA,0,NA,0,"Eastern Africa, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","JP,SE,DE,KR,US,GB,SK,ES,FR,CN,IN,NL,KE,AU,SG,TW"
human alphaherpesvirus 2,human herpesvirus 2,human herpesvirus 2,virus,1,1,1,1,0,1,"herpes simplex encephalitis, herpes simplex","direct, sexual",0,0,NA,0,NA,0,,
human gammaherpesvirus 4,human gammaherpesvirus 4,human gammaherpesvirus 4,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
human gammaherpesvirus 8,human gammaherpesvirus 8,human gammaherpesvirus 8,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
human immunodeficiency virus 1,human immunodeficiency virus 1,human immunodeficiency virus 1,virus,1,1,1,1,0,1,hiv/aids,"blood, sexual",0,0,NA,0,NA,0,NA,NA
human mastadenovirus a,human mastadenovirus a,human mastadenovirus a,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus b,human mastadenovirus b,human mastadenovirus b,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus c,human mastadenovirus c,human mastadenovirus c,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus d,human mastadenovirus d,human mastadenovirus d,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus e,human mastadenovirus e,human mastadenovirus e,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human mastadenovirus f,human mastadenovirus f,human mastadenovirus f,virus,1,1,1,1,0,1,adenovirus infection,"respiratory, water",0,0,NA,0,NA,0,NA,NA
human metapneumovirus,human metapneumovirus,human metapneumovirus,virus,1,0,1,1,0,1,metapneumovirus infection,"fluids, respiratory",0,0,NA,0,NA,0,NA,NA
human parainfluenza virus 1,human parainfluenza virus 1,human parainfluenza virus 1,virus,1,1,1,1,0,1,parainfluenza virus infection,respiratory,0,0,NA,0,NA,0,"Northern America, Southern Asia","IN,US"
human parainfluenza virus 2,human parainfluenza virus 2,human parainfluenza virus 2,virus,1,1,1,1,0,1,parainfluenza virus infection,respiratory,0,0,NA,0,NA,0,,
human parainfluenza virus 3,human parainfluenza virus 3,human parainfluenza virus 3,virus,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
human respiratory syncytial,human respiratory syncytial,human respiratory syncytial virus,virus,1,1,1,1,0,1,human respiratory syncytial virus infection,"fluids, respiratory",0,0,NA,0,NA,0,NA,NA
indiana vesiculovirus,indiana vesiculovirus,indiana vesiculovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
japanese encephalitis,japanese encephalitis,japanese encephalitis virus,virus,1,1,1,1,1,1,japanese encephalitis,vector,1,1,"mosquito (aedes spp., anopheles barbirostris and hyrcanus groups, culex tritaeniorhynchus group and cu. annulus)",1,japanese encephalitis,1,NA,NA
klamath,klamath,klamath virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lambdapapillomavirus 2,lambdapapillomavirus 2,lambdapapillomavirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lymphocytic choriomeningitis mammarenavirus,lymphocytic choriomeningitis,lymphocytic choriomeningitis virus,virus,1,1,1,1,1,1,lymphocytic choriomeningitis,"direct, food, respiratory",1,0,NA,1,encephalitis,1,"Northern Africa, Eastern Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,JP"
macaca mulatta polyomavirus 1,macaca mulatta polyomavirus 1,macaca mulatta polyomavirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
macacine betaherpesvirus 3,macacine herpesvirus 3,macacine herpesvirus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
main drain orthobunyavirus,main drain virus,main drain virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mamastrovirus 1,mamastrovirus 1,mamastrovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mammalian 1 bornavirus,borna,borna disease virus,virus,1,1,1,1,1,1,borna virus encephalitis,unknown,1,0,NA,1,none reported,1,NA,NA
mammalian orthoreovirus,mammalian orthoreovirus,mammalian orthoreovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
marburg marburgvirus,marburg,marburg marburgvirus,virus,1,1,1,1,1,1,marburg virus disease,"direct, environmental, fluids, respiratory",1,0,NA,1,marburg virus,1,NA,NA
mayaro,mayaro,mayaro virus,virus,1,1,1,1,1,1,mayaro,vector,1,1,mosquito (Haemagogus janthinomys),1,Mayaro Fever,1,NA,NA
measles,measles,measles virus,virus,1,0,1,1,1,1,measles,respiratory,0,0,NA,0,NA,1,,
monkeypox,monkeypox,monkeypox virus,virus,1,1,1,1,1,1,monkeypox,"direct, respiratory",1,0,NA,1,monkeypox,1,NA,NA
mumps,mumps,mumps virus,virus,1,1,1,1,0,1,mumps,respiratory,0,0,NA,0,NA,0,NA,NA
mustelid gammaherpesvirus 1,mustelid herpesvirus 1,mustelid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
new jersey vesiculovirus,new jersey vesiculovirus,new jersey vesiculovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
orf,orf,orf virus,virus,1,1,1,1,1,1,orf,"direct, fluids, environment",1,0,NA,0,NA,1,South America,
orthohepevirus a,orthohepevirus a,orthohepevirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
orungo,orungo,orungo virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ovine gammaherpesvirus 2,ovine herpesvirus 2,ovine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ovine respiratory syncytial,ovine respiratory syncytial,ovine respiratory syncytial virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
palyam,palyam,palyam virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
panine gammaherpesvirus 1,panine herpesvirus 1,panine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
papiine alphaherpesvirus 2,papiine herpesvirus 2,papiine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
papio hamadryas adenovirus 1,papio hamadryas adenovirus 1,papio hamadryas adenovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
parainfluenza virus 5,parainfluenza virus 5,parainfluenza virus 5,virus,1,1,1,1,0,1,parainfluenza virus infection,airborne,0,0,NA,0,NA,0,NA,NA
phacochoerus africanus cytomegalovirus 1,phacochoerus africanus cytomegalovirus 1,phacochoerus africanus cytomegalovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
phacochoerus africanus lymphotropic herpesvirus 1,phacochoerus africanus lymphotropic herpesvirus 1,phacochoerus africanus lymphotropic herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
phocid alphaherpes virus 1,phocid herpesvirus 1,phocid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
phocine distemper,phocine distemper,phocine distemper virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
piliocolobus badius adenovirus 1,piliocolobus badius adenovirus 1,piliocolobus badius adenovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
porcine lymphotropic herpesvirus 1,porcine lymphotropic herpesvirus 1,porcine lymphotropic herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
porcine reproductive and respiratory syndrome virus 1,porcine reproductive and respiratory syndrome virus 1,porcine reproductive and respiratory syndrome virus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
primate t-lymphotropic virus 1,primate t-lymphotropic virus 1,primate t-lymphotropic virus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
primate t-lymphotropic virus 2,primate t-lymphotropic virus 2,primate t-lymphotropic virus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
primate t-lymphotropic virus 3,primate t-lymphotropic virus 3,primate t-lymphotropic virus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
primate t-lymphotropic virus 4,primate t-lymphotropic virus 4,primate t-lymphotropic virus 4,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
puma lentivirus,puma lentivirus,puma lentivirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
rabbit hemorrhagic disease,rabbit hemorrhagic disease,rabbit hemorrhagic disease virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
rabies lyssavirus,rabies,rabies virus,virus,1,1,1,1,1,1,rabies,"direct, bite",1,0,NA,1,rabies,1,NA,NA
rift valley phlebovirus,rift valley,rift valley fever virus,virus,1,1,1,1,1,1,rift valley fever,"vector, direct",1,1,"moquito (culex, aedes, anopheles, eretmapodites, mansonia, culicoides, coquillettidia spp.)",1,rift valley fever,1,NA,NA
rinderpest,rinderpest,rinderpest virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
rotavirus a,rotavirus a,rotavirus a,virus,1,1,1,1,1,1,rotavirus infection,"water, fecal-oral",1,0,NA,0,NA,1,NA,NA
rupicapra rupicapra gammaherpesvirus 1,rupicapra gammaherpesvirus 1,rupicapra gammaherpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sandfly fever naples phlebovirus,sandfly fever naples,sandfly fever naples virus,virus,1,1,1,1,1,1,old world phlebovirus infection,vector,1,1,sandfly (phlebotomus),0,NA,1,NA,NA
sathuperi orthobunyavirus,sathuperi orthobunyavirus,sathuperi orthobunyavirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
semliki forest,semliki forest,semliki forest virus,virus,1,1,1,1,1,1,semliki forest fever (chikungunya-related),vector,1,1,"mosquito (Aedes spp., Aedes furcifer-taylori group)",0,NA,1,NA,NA
shamonda orthobunyavirus,shamonda,shamonda virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
shuni orthobunyavirus,shuni,shuni virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simbu orthobunyavirus,simbu,simbu virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
simian adenovirus a,simian adenovirus a,simian adenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
